,med,med,med,med,med,med,med,med,med,med,med,med,med,params,params,params,params,params,params,params,game,game,med_freqs,med_freqs,med_freqs,med_freqs,med_freqs,med_freqs,med_freqs,med_freqs,med_freqs,med_freqs,med_freqs,med_freqs,med_freqs,agents,agents,agents,net,net,net,net,meta,meds,ws,ts
,NO_MED,GOOD_MED,BAD_MED,RANDOM_MED,FAIR_MED,GOOD_MED_X,BAD_MED_X,RANDOM_MED_X,FAIR_MED_X,GOOD_MED_LOCAL,BAD_MED_LOCAL,RANDOM_MED_LOCAL,FAIR_MED_LOCAL,W1,W2,N,episode_n,beta,k,endOnStratConverge,t,s,NO_MED,GOOD_MED,BAD_MED,RANDOM_MED,FAIR_MED,GOOD_MED_X,BAD_MED_X,RANDOM_MED_X,FAIR_MED_X,GOOD_MED_LOCAL,BAD_MED_LOCAL,RANDOM_MED_LOCAL,FAIR_MED_LOCAL,coop_freq,payoff_mean,payoff_var,heterogeneity,k_max,rewire_n,stop_n,timestamp,,,
3047,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,inf,0.03,500,1000000,0.005,30,True,-1.0,2.0,0.882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.118,0.0,0.0,0.0,0.0,0.502,29.452,823.084,900.284,104,44799,999999,jul-23-2021_0815,"('NO_MED', 'FAIR_MED_X')","(inf, 0.03)","(-1.0, 2.0)"
3048,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,inf,0.1,500,1000000,0.005,30,True,-1.0,2.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.468,29.468,906.201,1017.592,107,11572,999999,jul-23-2021_0815,"('NO_MED', 'FAIR_MED_X')","(inf, 0.1)","(-1.0, 2.0)"
3049,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,inf,0.5,500,1000000,0.005,30,True,-1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.548,29.548,660.116,736.372,87,8078,999999,jul-23-2021_0815,"('NO_MED', 'FAIR_MED_X')","(inf, 0.5)","(-1.0, 2.0)"
3050,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,500,1000000,0.005,30,True,-1.0,2.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.68,94,22718,100000,jul-23-2021_0815,"('NO_MED', 'FAIR_MED_X')","(0.5, 0.0)","(-1.0, 2.0)"
3051,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.01,500,1000000,0.005,30,True,-1.0,2.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.848,91,19517,75000,jul-23-2021_0815,"('NO_MED', 'FAIR_MED_X')","(0.5, 0.01)","(-1.0, 2.0)"
3052,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.03,500,1000000,0.005,30,True,-1.0,2.0,0.852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.58,83,17653,70000,jul-23-2021_0815,"('NO_MED', 'FAIR_MED_X')","(0.5, 0.03)","(-1.0, 2.0)"
3053,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.1,500,1000000,0.005,30,True,-1.0,2.0,0.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.632,88,37737,195000,jul-23-2021_0815,"('NO_MED', 'FAIR_MED_X')","(0.5, 0.1)","(-1.0, 2.0)"
3054,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,500,1000000,0.005,30,True,-1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.016,111,40085,245000,jul-23-2021_0816,"('NO_MED', 'FAIR_MED_X')","(0.5, 0.5)","(-1.0, 2.0)"
3055,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,500,1000000,0.005,30,True,-1.0,2.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920.828,128,42981,135000,jul-23-2021_0816,"('NO_MED', 'FAIR_MED_X')","(1.0, 0.0)","(-1.0, 2.0)"
3056,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.01,500,1000000,0.005,30,True,-1.0,2.0,0.774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1013.512,137,42540,125000,jul-23-2021_0816,"('NO_MED', 'FAIR_MED_X')","(1.0, 0.01)","(-1.0, 2.0)"
3057,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.03,500,1000000,0.005,30,True,-1.0,2.0,0.434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571.952,95,54802,185000,jul-23-2021_0816,"('NO_MED', 'FAIR_MED_X')","(1.0, 0.03)","(-1.0, 2.0)"
3058,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1,500,1000000,0.005,30,True,-1.0,2.0,0.466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.512,98,36364,110000,jul-23-2021_0816,"('NO_MED', 'FAIR_MED_X')","(1.0, 0.1)","(-1.0, 2.0)"
3059,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,500,1000000,0.005,30,True,-1.0,2.0,0.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.184,66,75359,325000,jul-23-2021_0816,"('NO_MED', 'FAIR_MED_X')","(1.0, 0.5)","(-1.0, 2.0)"
3060,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,500,1000000,0.005,30,True,-1.0,2.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1531.024,156,93153,425000,jul-23-2021_0816,"('NO_MED', 'FAIR_MED_X')","(2.0, 0.0)","(-1.0, 2.0)"
3061,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.01,500,1000000,0.005,30,True,-1.0,2.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.912,0.0,0.0,0.0,0.0,0.01,0.012,0.016,123.632,54,517387,999999,jul-23-2021_0818,"('NO_MED', 'FAIR_MED_X')","(2.0, 0.01)","(-1.0, 2.0)"
3062,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.03,500,1000000,0.005,30,True,-1.0,2.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.996,0.0,0.0,0.0,0.0,0.214,6.552,150.863,73.148,54,371827,999999,jul-23-2021_0818,"('NO_MED', 'FAIR_MED_X')","(2.0, 0.03)","(-1.0, 2.0)"
3063,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.1,500,1000000,0.005,30,True,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.752,22.978,178.474,77.74,68,165802,999999,jul-23-2021_0819,"('NO_MED', 'FAIR_MED_X')","(2.0, 0.1)","(-1.0, 2.0)"
3064,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.5,500,1000000,0.005,30,True,-1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1455.824,130,106396,550000,jul-23-2021_0819,"('NO_MED', 'FAIR_MED_X')","(2.0, 0.5)","(-1.0, 2.0)"
3065,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,500,1000000,0.005,30,True,-1.0,2.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,30.0,683.652,683.652,124,40119,475000,jul-23-2021_0819,"('NO_MED', 'FAIR_MED_X')","(3.0, 0.0)","(-1.0, 2.0)"
3066,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.01,500,1000000,0.005,30,True,-1.0,2.0,0.864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,0.0,0.0,0.0,0.0,1.0,30.0,218.324,218.324,113,13317,280000,jul-23-2021_0820,"('NO_MED', 'FAIR_MED_X')","(3.0, 0.01)","(-1.0, 2.0)"
3067,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.03,500,1000000,0.005,30,True,-1.0,2.0,0.628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.372,0.0,0.0,0.0,0.0,1.0,30.0,209.292,209.292,81,15783,175000,jul-23-2021_0820,"('NO_MED', 'FAIR_MED_X')","(3.0, 0.03)","(-1.0, 2.0)"
3068,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.1,500,1000000,0.005,30,True,-1.0,2.0,0.742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258,0.0,0.0,0.0,0.0,1.0,30.0,280.356,280.356,104,31346,295000,jul-23-2021_0820,"('NO_MED', 'FAIR_MED_X')","(3.0, 0.1)","(-1.0, 2.0)"
3069,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.5,500,1000000,0.005,30,True,-1.0,2.0,0.476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.524,0.0,0.0,0.0,0.0,1.0,30.0,151.364,151.364,81,38718,860000,jul-23-2021_0820,"('NO_MED', 'FAIR_MED_X')","(3.0, 0.5)","(-1.0, 2.0)"
3070,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,inf,0.0,500,1000000,0.005,30,True,-1.0,2.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.51,28.482,678.482,776.764,96,16048,999999,jul-23-2021_0820,"('NO_MED', 'FAIR_MED_X')","(inf, 0.0)","(-1.0, 2.0)"
3071,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,inf,0.01,500,1000000,0.005,30,True,-1.0,2.0,0.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.254,0.0,0.0,0.0,0.0,0.484,29.016,869.652,916.616,116,127968,999999,jul-23-2021_0821,"('NO_MED', 'FAIR_MED_X')","(inf, 0.01)","(-1.0, 2.0)"
3072,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,inf,0.03,500,1000000,0.005,30,True,-1.0,2.0,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.228,0.0,0.0,0.0,0.0,0.49,29.462,839.953,933.292,113,27670,999999,jul-23-2021_0821,"('NO_MED', 'FAIR_MED_X')","(inf, 0.03)","(-1.0, 2.0)"
3073,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,inf,0.1,500,1000000,0.005,30,True,-1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.498,29.474,810.041,919.832,100,10354,999999,jul-23-2021_0822,"('NO_MED', 'FAIR_MED_X')","(inf, 0.1)","(-1.0, 2.0)"
3074,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,inf,0.5,500,1000000,0.005,30,True,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.478,29.478,863.874,973.58,109,10033,999999,jul-23-2021_0822,"('NO_MED', 'FAIR_MED_X')","(inf, 0.5)","(-1.0, 2.0)"
3075,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,500,1000000,0.005,30,True,-1.0,2.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774.136,121,36437,190000,jul-23-2021_0822,"('NO_MED', 'FAIR_MED_X')","(0.5, 0.0)","(-1.0, 2.0)"
3076,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.01,500,1000000,0.005,30,True,-1.0,2.0,0.868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.072,92,20038,75000,jul-23-2021_0822,"('NO_MED', 'FAIR_MED_X')","(0.5, 0.01)","(-1.0, 2.0)"
3077,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.03,500,1000000,0.005,30,True,-1.0,2.0,0.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.096,89,26689,120000,jul-23-2021_0822,"('NO_MED', 'FAIR_MED_X')","(0.5, 0.03)","(-1.0, 2.0)"
3078,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.1,500,1000000,0.005,30,True,-1.0,2.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.984,117,50942,210000,jul-23-2021_0822,"('NO_MED', 'FAIR_MED_X')","(0.5, 0.1)","(-1.0, 2.0)"
3079,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,500,1000000,0.005,30,True,-1.0,2.0,0.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.124,67,29445,190000,jul-23-2021_0823,"('NO_MED', 'FAIR_MED_X')","(0.5, 0.5)","(-1.0, 2.0)"
3080,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,500,1000000,0.005,30,True,-1.0,2.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1059.096,138,46711,145000,jul-23-2021_0823,"('NO_MED', 'FAIR_MED_X')","(1.0, 0.0)","(-1.0, 2.0)"
3081,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.01,500,1000000,0.005,30,True,-1.0,2.0,0.852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,993.44,127,47002,130000,jul-23-2021_0823,"('NO_MED', 'FAIR_MED_X')","(1.0, 0.01)","(-1.0, 2.0)"
3082,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.03,500,1000000,0.005,30,True,-1.0,2.0,0.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.912,82,52034,165000,jul-23-2021_0823,"('NO_MED', 'FAIR_MED_X')","(1.0, 0.03)","(-1.0, 2.0)"
3083,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1,500,1000000,0.005,30,True,-1.0,2.0,0.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.7,66,56388,180000,jul-23-2021_0823,"('NO_MED', 'FAIR_MED_X')","(1.0, 0.1)","(-1.0, 2.0)"
3084,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,500,1000000,0.005,30,True,-1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,711.308,114,53042,325000,jul-23-2021_0823,"('NO_MED', 'FAIR_MED_X')","(1.0, 0.5)","(-1.0, 2.0)"
3085,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,500,1000000,0.005,30,True,-1.0,2.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.44,154,70756,260000,jul-23-2021_0823,"('NO_MED', 'FAIR_MED_X')","(2.0, 0.0)","(-1.0, 2.0)"
3086,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.01,500,1000000,0.005,30,True,-1.0,2.0,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.948,0.0,0.0,0.0,0.0,0.012,0.012,0.012,97.988,53,479539,999999,jul-23-2021_0824,"('NO_MED', 'FAIR_MED_X')","(2.0, 0.01)","(-1.0, 2.0)"
3087,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.03,500,1000000,0.005,30,True,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.876,51,251681,650000,jul-23-2021_0825,"('NO_MED', 'FAIR_MED_X')","(2.0, 0.03)","(-1.0, 2.0)"
3088,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.1,500,1000000,0.005,30,True,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.068,52,147763,430000,jul-23-2021_0825,"('NO_MED', 'FAIR_MED_X')","(2.0, 0.1)","(-1.0, 2.0)"
3089,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.5,500,1000000,0.005,30,True,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.294,9.058,178.479,69.48,69,245455,999999,jul-23-2021_0826,"('NO_MED', 'FAIR_MED_X')","(2.0, 0.5)","(-1.0, 2.0)"
3090,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,500,1000000,0.005,30,True,-1.0,2.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,30.0,473.048,473.048,127,27404,405000,jul-23-2021_0826,"('NO_MED', 'FAIR_MED_X')","(3.0, 0.0)","(-1.0, 2.0)"
3091,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.01,500,1000000,0.005,30,True,-1.0,2.0,0.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.264,0.0,0.0,0.0,0.0,1.0,30.0,247.284,247.284,99,16975,270000,jul-23-2021_0826,"('NO_MED', 'FAIR_MED_X')","(3.0, 0.01)","(-1.0, 2.0)"
3092,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.03,500,1000000,0.005,30,True,-1.0,2.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.956,0.0,0.0,0.0,0.0,1.0,30.0,179.296,179.296,80,57708,460000,jul-23-2021_0826,"('NO_MED', 'FAIR_MED_X')","(3.0, 0.03)","(-1.0, 2.0)"
3093,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.1,500,1000000,0.005,30,True,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,30.0,84.384,84.384,57,107523,840000,jul-23-2021_0827,"('NO_MED', 'FAIR_MED_X')","(3.0, 0.1)","(-1.0, 2.0)"
3094,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.5,500,1000000,0.005,30,True,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,30.0,143.92,143.92,77,24345,580000,jul-23-2021_0827,"('NO_MED', 'FAIR_MED_X')","(3.0, 0.5)","(-1.0, 2.0)"
3095,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,inf,0.0,500,1000000,0.005,30,True,-1.0,2.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.46,27.964,731.351,933.228,121,10953,999999,jul-23-2021_0827,"('NO_MED', 'FAIR_MED_X')","(inf, 0.0)","(-1.0, 2.0)"
3096,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,inf,0.01,500,1000000,0.005,30,True,-1.0,2.0,0.674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.326,0.0,0.0,0.0,0.0,0.496,29.264,865.126,900.852,98,120995,999999,jul-23-2021_0828,"('NO_MED', 'FAIR_MED_X')","(inf, 0.01)","(-1.0, 2.0)"
3097,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,inf,0.03,500,1000000,0.005,30,True,-1.0,2.0,0.884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116,0.0,0.0,0.0,0.0,0.48,29.466,885.765,980.428,98,24079,999999,jul-23-2021_0828,"('NO_MED', 'FAIR_MED_X')","(inf, 0.03)","(-1.0, 2.0)"
3098,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,inf,0.1,500,1000000,0.005,30,True,-1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.536,29.526,694.965,779.188,88,9776,999999,jul-23-2021_0829,"('NO_MED', 'FAIR_MED_X')","(inf, 0.1)","(-1.0, 2.0)"
3099,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,inf,0.5,500,1000000,0.005,30,True,-1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.482,29.314,811.055,949.576,100,9742,999999,jul-23-2021_0829,"('NO_MED', 'FAIR_MED_X')","(inf, 0.5)","(-1.0, 2.0)"
3100,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,500,1000000,0.005,30,True,-1.0,2.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732.652,121,34913,140000,jul-23-2021_0829,"('NO_MED', 'FAIR_MED_X')","(0.5, 0.0)","(-1.0, 2.0)"
3101,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.01,500,1000000,0.005,30,True,-1.0,2.0,0.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.892,85,20187,90000,jul-23-2021_0829,"('NO_MED', 'FAIR_MED_X')","(0.5, 0.01)","(-1.0, 2.0)"
3102,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.03,500,1000000,0.005,30,True,-1.0,2.0,0.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.988,90,24114,110000,jul-23-2021_0829,"('NO_MED', 'FAIR_MED_X')","(0.5, 0.03)","(-1.0, 2.0)"
3103,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.1,500,1000000,0.005,30,True,-1.0,2.0,0.556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.464,71,25882,120000,jul-23-2021_0829,"('NO_MED', 'FAIR_MED_X')","(0.5, 0.1)","(-1.0, 2.0)"
3104,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,500,1000000,0.005,30,True,-1.0,2.0,0.602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.8,67,16777,95000,jul-23-2021_0829,"('NO_MED', 'FAIR_MED_X')","(0.5, 0.5)","(-1.0, 2.0)"
3105,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,500,1000000,0.005,30,True,-1.0,2.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810.9,147,38931,120000,jul-23-2021_0829,"('NO_MED', 'FAIR_MED_X')","(1.0, 0.0)","(-1.0, 2.0)"
3106,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.01,500,1000000,0.005,30,True,-1.0,2.0,0.844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,834.492,117,38154,120000,jul-23-2021_0829,"('NO_MED', 'FAIR_MED_X')","(1.0, 0.01)","(-1.0, 2.0)"
3107,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.03,500,1000000,0.005,30,True,-1.0,2.0,0.518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738.108,116,47602,140000,jul-23-2021_0830,"('NO_MED', 'FAIR_MED_X')","(1.0, 0.03)","(-1.0, 2.0)"
3108,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1,500,1000000,0.005,30,True,-1.0,2.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.08,89,42154,155000,jul-23-2021_0830,"('NO_MED', 'FAIR_MED_X')","(1.0, 0.1)","(-1.0, 2.0)"
