,med,med,med,med,med,med,med,med,med,med,med,med,med,params,params,params,params,game,game,med_freqs,med_freqs,med_freqs,med_freqs,med_freqs,med_freqs,med_freqs,med_freqs,med_freqs,med_freqs,med_freqs,med_freqs,med_freqs,agents,agents,agents,net,net,net,net,meta
,NO_MED,GOOD_MED,BAD_MED,RANDOM_MED,FAIR_MED,GOOD_MED_X,BAD_MED_X,RANDOM_MED_X,FAIR_MED_X,GOOD_MED_LOCAL,BAD_MED_LOCAL,RANDOM_MED_LOCAL,FAIR_MED_LOCAL,W1,W2,N,episode_n,t,s,NO_MED,GOOD_MED,BAD_MED,RANDOM_MED,FAIR_MED,GOOD_MED_X,BAD_MED_X,RANDOM_MED_X,FAIR_MED_X,GOOD_MED_LOCAL,BAD_MED_LOCAL,RANDOM_MED_LOCAL,FAIR_MED_LOCAL,coop_freq,payoff_mean,payoff_var,heterogeneity,k_max,rewire_n,stop_n,timestamp
0,1,0.0,0.0,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,0.5,0.5,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.912000000000035,51,128056,615000,jul-02-2021_2054
1,1,0.0,0.0,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,0.5,1.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.27200000000005,53,63742,430000,jul-02-2021_2054
2,1,0.0,0.0,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,0.5,2.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.034,0.966,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.978,140.50151600000004,101.072,85,81525,999999,jul-02-2021_2055
3,1,0.0,0.0,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,0.5,3.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.823999999999955,52,23105,350000,jul-02-2021_2055
4,1,0.0,0.0,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0,0.5,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.22799999999995,54,139589,730000,jul-02-2021_2055
5,1,0.0,0.0,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.952,53,124956,550000,jul-02-2021_2055
6,1,0.0,0.0,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0,2.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.35,10.984,970.4037440000001,89.976,73,87345,999999,jul-02-2021_2056
7,1,0.0,0.0,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0,3.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.42399999999998,54,33956,385000,jul-02-2021_2056
8,1,0.0,0.0,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,2.0,0.5,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.568,17.434,1008.8536439999999,93.68799999999999,68,182040,999999,jul-02-2021_2056
9,1,0.0,0.0,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,2.0,1.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082,0.918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.351999999999975,59,188089,999999,jul-02-2021_2057
10,1,0.0,0.0,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,2.0,2.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.242,0.758,0.0,0.0,0.0,0.0,0.718,22.012,816.5598560000001,82.86000000000001,59,50204,999999,jul-02-2021_2057
11,1,0.0,0.0,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,2.0,3.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.936,28.224,310.15382400000004,98.87199999999996,70,29282,999999,jul-02-2021_2058
12,1,0.0,0.0,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,3.0,0.5,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.306,0.554,0.14,0.0,0.0,0.0,0.0,0.0,0.984,29.548,142.403696,87.14800000000002,61,79234,999999,jul-02-2021_2058
13,1,0.0,0.0,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,3.0,1.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.508,0.492,0.0,0.0,0.0,0.0,0.0,1.0,30.0,85.584,85.58399999999995,60,40276,999999,jul-02-2021_2058
14,1,0.0,0.0,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,3.0,2.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.892,26.808,459.843136,95.66399999999999,68,49507,999999,jul-02-2021_2059
15,1,0.0,0.0,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,3.0,3.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104,3.056,336.544864,41.79600000000005,49,61458,999999,jul-02-2021_2059
16,1,0.0,0.0,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,inf,0.5,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.458,29.458,1134.292236,1026.08,94,13497,999999,jul-02-2021_2059
17,1,0.0,0.0,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,inf,1.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.498,29.494,957.7099639999999,863.8720000000001,75,15022,999999,jul-02-2021_2100
18,1,0.0,0.0,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,inf,2.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.52,29.39,888.9739000000001,779.5920000000001,74,16178,999999,jul-02-2021_2100
19,1,0.0,0.0,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,inf,3.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,28.914,989.7746040000001,792.9760000000001,82,12976,999999,jul-02-2021_2100
20,1,0.0,0.0,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,0.5,0.5,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.559999999999945,55,62626,315000,jul-02-2021_2100
21,1,0.0,0.0,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,0.5,1.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.33600000000001,56,33724,305000,jul-02-2021_2100
22,1,0.0,0.0,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,0.5,2.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428,0.572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.168000000000006,53,106335,999999,jul-02-2021_2101
23,1,0.0,0.0,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,0.5,3.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.396,12.292,1014.4747359999999,129.0,72,50206,999999,jul-02-2021_2101
24,1,0.0,0.0,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,1.0,0.5,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.79600000000005,50,267755,999999,jul-02-2021_2102
