,med,med,med,med,med,med,med,med,med,params,params,params,params,game,game,med_freqs,med_freqs,med_freqs,med_freqs,med_freqs,med_freqs,med_freqs,med_freqs,med_freqs,agents,agents,agents,net,net,net,net,meds,ws,timestamp
,NO_MED,GOOD_MED,BAD_MED,RANDOM_MED,FAIR_MED,GOOD_MED_X,BAD_MED_X,RANDOM_MED_X,FAIR_MED_X,W1,W2,N,episode_n,t,s,NO_MED,GOOD_MED,BAD_MED,RANDOM_MED,FAIR_MED,GOOD_MED_X,BAD_MED_X,RANDOM_MED_X,FAIR_MED_X,coop_freq,payoff_mean,payoff_var,heterogeneity,k_max,rewire_n,stop_n,,,
918,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.662,20.43,918.5731,100.63999999999999,67,51422,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(1.0, 2.0)",Jun-24-2021_1504
919,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.594,17.896,1025.4051840000002,133.75600000000009,74,46542,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(1.0, 3.0)",Jun-24-2021_1504
920,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.5,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,30.0,110.528,110.52800000000002,71,24488,540000,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(2.0, 0.5)",Jun-24-2021_1504
921,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30.0,107.44,107.44000000000005,64,33286,730000,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(2.0, 1.0)",Jun-24-2021_1504
922,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.714,22.198,884.134796,128.88400000000001,71,40490,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(2.0, 2.0)",Jun-24-2021_1504
923,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,500,1000000,-1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.738,22.606,1071.742764,290.00800000000004,108,27225,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(2.0, 3.0)",Jun-24-2021_1504
924,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.5,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.73,0.0,1.0,30.0,125.304,125.30400000000009,78,18747,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(3.0, 0.5)",Jun-24-2021_1504
925,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30.0,122.068,122.06799999999998,67,13897,445000,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(3.0, 1.0)",Jun-24-2021_1504
926,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,500,1000000,-1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,220.44,220.44000000000005,90,18291,930000,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(3.0, 2.0)",Jun-24-2021_1504
927,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30.0,138.76,138.76,78,21168,820000,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(3.0, 3.0)",Jun-24-2021_1504
928,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,57.488000000000056,51,51493,360000,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(0.5, 0.5)",Jun-24-2021_1504
929,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,1.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.41600000000005,65,59390,430000,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(0.5, 1.0)",Jun-24-2021_1504
930,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,2.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.256,8.208,850.756736,124.65200000000004,71,72704,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(0.5, 2.0)",Jun-24-2021_1504
931,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,3.0,500,1000000,-1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627.452,117,45072,685000,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(0.5, 3.0)",Jun-24-2021_1504
932,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.902,0.0,0.098,0.0,1.0,30.0,87.08,87.08000000000004,78,44257,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(1.0, 0.5)",Jun-24-2021_1504
933,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,55.01599999999996,55,114092,905000,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(1.0, 1.0)",Jun-24-2021_1504
934,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.686,20.996,917.151984,111.85199999999998,69,59657,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(1.0, 2.0)",Jun-24-2021_1504
935,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.426,13.646,1109.264684,148.17200000000003,74,55085,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(1.0, 3.0)",Jun-24-2021_1504
936,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.5,500,1000000,-1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,119.348,119.34799999999996,67,12429,895000,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(2.0, 0.5)",Jun-24-2021_1504
937,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,500,1000000,-1.0,2.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.992,0.0,0.78,23.81,721.1539000000001,104.43200000000002,92,43218,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(2.0, 1.0)",Jun-24-2021_1504
938,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,30.0,108.056,108.05600000000004,75,31190,930000,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(2.0, 2.0)",Jun-24-2021_1504
939,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.646,19.582,925.3792760000001,93.96000000000004,64,48984,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(2.0, 3.0)",Jun-24-2021_1504
940,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.5,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,30.0,110.176,110.17600000000004,71,37026,685000,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(3.0, 0.5)",Jun-24-2021_1504
941,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,500,1000000,-1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,163.492,163.49199999999996,78,16986,680000,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(3.0, 1.0)",Jun-24-2021_1504
942,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30.0,130.584,130.58400000000006,66,17998,550000,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(3.0, 2.0)",Jun-24-2021_1504
943,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.954,28.75,266.6675,117.13199999999995,71,28586,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(3.0, 3.0)",Jun-24-2021_1504
944,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60.676000000000045,53,76883,445000,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(0.5, 0.5)",Jun-24-2021_1504
945,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,1.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,89.22400000000005,83,59724,475000,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(0.5, 1.0)",Jun-24-2021_1504
946,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,2.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71.88,56,37615,420000,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(0.5, 2.0)",Jun-24-2021_1504
947,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,3.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.434,13.3,1000.342,94.07600000000002,64,39595,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(0.5, 3.0)",Jun-24-2021_1504
948,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.45,14.114,1074.761004,111.53999999999996,67,111308,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(1.0, 0.5)",Jun-24-2021_1504
949,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.46,14.274,1103.7709240000002,149.4000000000001,73,89302,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(1.0, 1.0)",Jun-24-2021_1504
950,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,59.02800000000002,50,74812,670000,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(1.0, 2.0)",Jun-24-2021_1504
951,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,500,1000000,-1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.508,73.46193600000002,634.028,146,48446,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(1.0, 3.0)",Jun-24-2021_1504
952,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.5,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.286,0.0,0.714,0.0,1.0,30.0,110.512,110.51199999999994,79,20151,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(2.0, 0.5)",Jun-24-2021_1504
953,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.89,0.0,1.0,30.0,93.244,93.24400000000003,69,33859,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(2.0, 1.0)",Jun-24-2021_1504
954,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30.0,124.204,124.20399999999995,66,18351,575000,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(2.0, 2.0)",Jun-24-2021_1504
955,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.888,27.058,443.506636,105.41600000000005,73,25564,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(2.0, 3.0)",Jun-24-2021_1504
956,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.5,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,30.0,117.876,117.87599999999998,69,23127,425000,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(3.0, 0.5)",Jun-24-2021_1504
957,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,30.0,123.348,123.34799999999996,74,22194,660000,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(3.0, 1.0)",Jun-24-2021_1504
958,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30.0,108.284,108.28399999999999,63,9066,505000,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(3.0, 2.0)",Jun-24-2021_1504
959,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.914,27.498,386.32999600000005,102.08399999999995,67,15937,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(3.0, 3.0)",Jun-24-2021_1504
960,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.368,11.542,1030.808236,129.856,64,130455,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(0.5, 0.5)",Jun-24-2021_1504
961,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,1.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73.94399999999996,71,51995,385000,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(0.5, 1.0)",Jun-24-2021_1504
962,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,2.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,61.152000000000044,54,52308,660000,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(0.5, 2.0)",Jun-24-2021_1504
963,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,3.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.38,0.0,0.226,7.24,800.0984,152.192,81,64597,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(0.5, 3.0)",Jun-24-2021_1504
964,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30.0,110.476,110.476,67,55422,675000,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(1.0, 0.5)",Jun-24-2021_1504
965,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.296,0.0,0.704,0.0,0.286,8.852,863.2100959999999,111.37599999999998,67,106927,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(1.0, 1.0)",Jun-24-2021_1504
966,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.514,16.18,1103.5116,146.36400000000003,75,48433,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(1.0, 2.0)",Jun-24-2021_1504
967,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.384,11.834,932.2304439999999,67.644,61,43737,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(1.0, 3.0)",Jun-24-2021_1504
968,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.5,500,1000000,-1.0,2.0,0.902,0.0,0.0,0.0,0.0,0.0,0.0,0.098,0.0,1.0,30.0,98.824,98.82399999999996,67,26447,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(2.0, 0.5)",Jun-24-2021_1504
969,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,30.0,103.856,103.856,67,29055,950000,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(2.0, 1.0)",Jun-24-2021_1504
970,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.964,29.036,219.03070399999996,103.06399999999996,69,19251,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(2.0, 2.0)",Jun-24-2021_1504
971,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.726,22.336,825.939104,87.60400000000004,61,65182,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(2.0, 3.0)",Jun-24-2021_1504
972,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.5,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30.0,131.464,131.46399999999994,72,16406,605000,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(3.0, 0.5)",Jun-24-2021_1504
973,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,500,1000000,-1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,113.28,113.27999999999997,67,10538,340000,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(3.0, 1.0)",Jun-24-2021_1504
974,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30.0,165.768,165.76800000000003,89,17549,555000,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(3.0, 2.0)",Jun-24-2021_1504
975,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.942,28.422,298.123916,110.04399999999998,63,15267,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(3.0, 3.0)",Jun-24-2021_1504
976,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,8.246,867.9814839999999,120.98000000000002,69,134048,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(0.5, 0.5)",Jun-24-2021_1504
977,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,1.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.364,0.0,0.636,0.0,0.254,7.866,796.628044,114.55200000000002,65,104837,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(0.5, 1.0)",Jun-24-2021_1504
978,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,2.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.444,13.814,1051.2594040000001,121.86400000000003,80,54004,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(0.5, 2.0)",Jun-24-2021_1504
979,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,3.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.24400000000003,50,32941,515000,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(0.5, 3.0)",Jun-24-2021_1504
980,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,56.115999999999985,58,134634,615000,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(1.0, 0.5)",Jun-24-2021_1504
981,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.27,8.372,806.257616,72.05200000000002,63,112571,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(1.0, 1.0)",Jun-24-2021_1504
982,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.866,26.104,517.805184,96.94799999999998,61,41979,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(1.0, 2.0)",Jun-24-2021_1504
983,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.288,8.872,816.6596159999999,65.89599999999996,61,34349,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(1.0, 3.0)",Jun-24-2021_1504
984,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.5,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.86,0.0,1.0,30.0,110.764,110.76400000000001,80,25138,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(2.0, 0.5)",Jun-24-2021_1504
985,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,30.0,62.188,62.18799999999999,54,6050,905000,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(2.0, 1.0)",Jun-24-2021_1504
986,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30.0,115.252,115.25199999999995,75,18225,915000,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(2.0, 2.0)",Jun-24-2021_1504
987,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.984,29.528,139.009216,82.20399999999995,60,18201,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(2.0, 3.0)",Jun-24-2021_1504
988,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.5,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,30.0,129.904,129.904,76,22838,695000,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(3.0, 0.5)",Jun-24-2021_1504
989,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30.0,161.948,161.9480000000001,69,17904,885000,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(3.0, 1.0)",Jun-24-2021_1504
990,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.926,27.962,327.668556,93.94000000000005,65,17718,999999,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(3.0, 2.0)",Jun-24-2021_1504
991,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,500,1000000,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30.0,108.708,108.70799999999997,59,11219,880000,"('NO_MED', 'GOOD_MED_X', 'RANDOM_MED_X')","(3.0, 3.0)",Jun-24-2021_1504
